a	ˈeɪ
frizzy	fɹˈɪzi
fro	fɹˈoʊ
frock	fɹˈɑːk
frocking	fɹˈɑːkɪŋ
frockless	fɹˈɑːkləs
frocklike	fɹˈɑːklaɪk
frockmaker	fɹˈɑːkmeɪkɚ
froe	fɹˈoʊ
froebelian	fɹoʊbˈiːliən
froebelism	fɹˈoʊbɪlˌɪzəm
froebelist	fɹˈoʊbɪlˌɪst
frog	fɹˈɑːɡ
frogbit	fɹˈɑːɡbɪt
frogeater	fɹˈoʊdʒeɪɾɚ
frogeye	fɹˈoʊdʒaɪ
frogface	fɹˈɑːɡfeɪs
frogfish	fɹˈɑːɡfɪʃ
frogflower	fɹˈɑːɡflaʊɚ
frogfoot	fɹˈɑːɡfʊt
frogged	fɹˈɑːɡd
froggery	fɹˈɑːɡɚɹi
frogginess	fɹˈɑːɡɪnəs
frogging	fɹˈɑːɡɪŋ
froggish	fɹˈɑːɡɪʃ
froggy	fɹˈɑːɡi
froghood	fɹˈɑːɡhʊd
froghopper	fɹˈɑːɡhɑːpɚ
frogland	fɹˈɑːɡlənd
frogleaf	fɹˈɑːɡliːf
frogleg	fɹˈɑːɡlɛɡ
froglet	fɹˈɑːɡlɪt
froglike	fɹˈɑːɡlaɪk
frogling	fɹˈɑːɡlɪŋ
frogman	fɹˈɑːɡmən
frogmouth	fɹˈɑːɡməθ
frognose	fɹˈɑːɡnoʊz
frogskin	fɹˈɑːɡskɪn
frogstool	fɹˈɑːɡstuːl
frogtongue	fɹˈɑːɡtʌŋ
frogwort	fɹˈɑːɡwɔːɹt
froise	fɹˈɔɪs
frolic	fɹˈɑːlɪk
frolicful	fɹˈɑːlɪkfəl
frolicker	fɹˈɑːlɪkɚ
frolicky	fɹˈɑːlɪki
frolicly	fɹˈɑːlɪkli
frolicness	fɹˈɑːlɪknəs
frolicsome	fɹˈɑːlɪksˌʌm
frolicsomely	fɹˈɑːlɪksˌʌmli
frolicsomeness	fɹˈɑːlɪksˌʌmnəs
from	fɹʌm
fromward	fɹˈɑːmwɚd
fromwards	fɹˈɑːmwɚdz
frond	fɹˈɑːnd
frondage	fɹˈɑːndɪdʒ
fronded	fɹˈɑːndᵻd
frondent	fɹˈɑːndənt
frondesce	fɹˈɑːndɛs
frondescence	fɹəndˈɛsəns
frondescent	fɹəndˈɛsənt
frondiferous	fɹəndˈɪfɚɹəs
frondiform	fɹˈɑːndɪfˌɔːɹm
frondigerous	fɹəndˈɪdʒɚɹəs
frondivorous	fɹəndˈɪvɚɹəs
frondlet	fɹˈɑːndlɪt
frondose	fɹˈɑːndoʊs
frondosely	fɹˈɑːndoʊsli
frondous	fɹˈɑːndəs
front	fɹˈʌnt
frontad	fɹˈʌntæd
frontage	fɹˈʌntɪdʒ
frontager	fɹˈʌntɪdʒɚ
frontal	fɹˈʌntəl
frontalis	fɹʌntˈɑːliz
frontality	fɹʌntˈælᵻɾi
frontally	fɹˈʌntəli
frontbencher	fɹˈʌntbɛntʃɚ
fronted	fɹˈʌntᵻd
fronter	fɹˈʌntɚ
frontier	fɹʌntˈɪɹ
frontierlike	fɹʌntˈɪɹlaɪk
frontierman	fɹˈʌntɪɹmən
frontiersman	fɹˈʌntɪɹzmən
frontignan	fɹˈʌntɪɡnən
fronting	fɹˈʌntɪŋ
frontingly	fɹˈʌntɪŋli
frontirostria	fɹˌʌntɪɹˈɑːstɹiə
frontispiece	fɹˈʌntɪspˌiːs
frontless	fɹˈʌntləs
frontlessly	fɹˈʌntləsli
frontlessness	fɹˈʌntləsnəs
frontlet	fɹˈʌntlɪt
frontoauricular	fɹˌʌntoʊjuːɹˈɪkjʊlɚ
frontoethmoid	fɹˈʌntoʊθmˌɔɪd
frontogenesis	fɹˌʌntoʊdʒˈɛnᵻsˌɪs
frontolysis	fɹʌntˈɑːləsˌɪs
frontomallar	fɹˈʌntəmˌælɚ
frontomaxillary	fɹˈʌntəmˌæksɪlɚɹi
frontomental	fɹˌʌntoʊmˈɛntəl
frontonasal	fɹˈʌntənˌeɪzəl
frontooccipital	fɹˈʌntuːksˌɪpɪɾəl
frontoorbital	fɹˈʌntɔːɹbˌɪɾəl
frontoparietal	fɹˈʌntəpˌæɹaɪəɾəl
frontopontine	fɹˈʌntəpˌɔntiːn
frontosphenoidal	fɹˈʌntəsfˌɛnɔɪdəl
frontosquamosal	fɹˌʌntəskwəmˈoʊzəl
frontotemporal	fɹˈʌntoʊtmpɚɹəl
frontozygomatic	fɹˌʌntəzˌɪɡəmˈæɾɪk
frontpiece	fɹˈʌntpiːs
frontsman	fɹˈʌntsmən
frontstall	fɹˈʌntstɔːl
frontward	fɹˈʌntwɚd
frontways	fɹˈʌntweɪz
frontwise	fɹˈʌntwaɪz
froom	fɹˈuːm
frore	fɹˈɔːɹ
frory	fɹˈɔːɹi
frosh	fɹˈɑːʃ
frost	fɹˈɔst
frostation	fɹɔstˈeɪʃən
frostbird	fɹˈɔstbɜːd
frostbite	fɹˈɔstbaɪt
frostbow	fɹˈɔstboʊ
frosted	fɹˈɔstᵻd
froster	fɹˈɔstɚ
frostfish	fɹˈɔstfɪʃ
frostflower	fɹˈɔstflaʊɚ
frostily	fɹˈɔstili
frostiness	fɹˈɔstinəs
frosting	fɹˈɔstɪŋ
frostless	fɹˈɔstləs
frostlike	fɹˈɔstlaɪk
frostproof	fɹˈɔstpɹuːf
frostproofing	fɹˈɔstpɹuːfɪŋ
frostroot	fɹˈɔstɹuːt
frostweed	fɹˈɔstwiːd
frostwork	fɹˈɔstwɜːk
frostwort	fɹˈɔstwɔːɹt
frosty	fɹˈɔsti
frot	fɹˈɑːt
froth	fɹˈɑːθ
frother	fɹˈɑːθɚ
frothi	fɹˈɑːθaɪ
frothily	fɹˈɑːθili
frothiness	fɹˈɑːθinəs
frothing	fɹˈɑːθɪŋ
frothless	fɹˈɑːθləs
frothsome	fɹˈɑːθsʌm
frothy	fɹˈɑːθi
frotton	fɹˈɑːʔn̩
froufrou	fɹˈuːfɹuː
frough	fɹˈʌf
froughy	fɹˈʌfi
frounce	fɹˈaʊns
frounceless	fɹˈaʊnsləs
frow	fɹˈaʊ
froward	fɹˈaʊɚd
frowardly	fɹˈaʊɚdli
frowardness	fɹˈaʊɚdnəs
frower	fɹˈaʊɚ
frowl	fɹˈaʊl
frown	fɹˈaʊn
frowner	fɹˈaʊnɚ
frownful	fɹˈaʊnfəl
frowning	fɹˈaʊnɪŋ
frowningly	fɹˈaʊnɪŋli
frownless	fɹˈaʊnləs
frowny	fɹˈaʊni
frowst	fɹˈaʊst
frowstily	fɹˈaʊstili
frowstiness	fɹˈaʊstinəs
frowsty	fɹˈaʊsti
frowy	fɹˈaʊi
frowze	fɹˈaʊz
frowzily	fɹˈaʊzili
frowziness	fɹˈaʊzinəs
frowzled	fɹˈaʊzəld
frowzly	fɹˈaʊzli
frowzy	fɹˈaʊzi
froze	fɹˈoʊz
frozen	fɹˈoʊzən
frozenhearted	fɹˈoʊzənhˌɑːɹɾᵻd
frozenly	fɹˈoʊzənli
frozenness	fɹˈoʊzənnəs
fruchtschiefer	fɹˈʌtʃtʃiːfɚ
fructed	fɹˈʌktᵻd
fructescence	fɹʌktˈɛsəns
fructescent	fɹʌktˈɛsənt
fructicultural	fɹˌʌktɪkˈʌltʃɚɹəl
fructiculture	fɹˈʌktɪkˌʌltʃɚ
fructidor	fɹˈʌktɪdˌɔːɹ
fructiferous	fɹʌktˈɪfɚɹəs
fructiferously	fɹʌktˈɪfɚɹəsli
fructification	fɹˌʌktɪfɪkˈeɪʃən
fructificative	fɹˈʌktɪfˌɪkətˌɪv
fructifier	fɹˈʌktɪfˌaɪɚ
fructiform	fɹˈʌktɪfˌɔːɹm
fructify	fɹˈʌktᵻfˌaɪ
fructiparous	fɹˈʌktɪpɚɹəs
fructivorous	fɹʌktˈɪvɚɹəs
fructose	fɹˈʌktoʊs
fructoside	fɹˈʌktəsˌaɪd
fructuary	fɹˈʌktjuːˌɛɹi
fructuosity	fɹˌʌktʃuːˈɔsᵻɾi
fructuous	fɹˈʌktʃuːəs
fructuously	fɹˈʌktʃuːəsli
fructuousness	fɹˈʌktʃuːəsnəs
frugal	fɹˈuːɡəl
frugalism	fɹˈuːɡəlˌɪzəm
frugalist	fɹˈuːɡəlˌɪst
frugality	fɹuːɡˈælᵻɾi
frugally	fɹˈuːɡəli
frugalness	fɹˈuːɡəlnəs
fruggan	fɹˈʌɡən
frugivora	fɹˈuːdʒɪvˌɔːɹə
frugivorous	fɹuːdʒˈɪvɚɹəs
fruit	fɹˈuːt
fruitade	fɹˈuːɾeɪd
fruitage	fɹˈuːɾɪdʒ
fruitarian	fɹuːtˈɛɹiən
fruitarianism	fɹuːtˈɛɹiənˌɪzəm
fruitcake	fɹˈuːtkeɪk
fruited	fɹˈuːɾᵻd
fruiter	fɹˈuːɾɚ
fruiterer	fɹˈuːɾɚɹɚ
fruiteress	fɹˈuːɾɚɹəs
fruitery	fɹˈuːɾɚɹi
fruitful	fɹˈuːtfəl
fruitfullness	fɹˈuːtfʊlnəs
fruitfully	fɹˈuːtfəli
fruitgrower	fɹˈuːtɡɹoʊɚ
fruitgrowing	fɹˈuːtɡɹoʊɪŋ
fruitiness	fɹˈuːtinəs
fruiting	fɹˈuːɾɪŋ
fruition	fɹuːˈɪʃən
fruitist	fɹˈuːɾɪst
fruitive	fɹˈuːɾɪv
fruitless	fɹˈuːtləs
fruitlessly	fɹˈuːtləsli
fruitlessness	fɹˈuːtləsnəs
fruitlet	fɹˈuːtlɪt
fruitling	fɹˈuːɾəlɪŋ
fruitstalk	fɹˈuːtstɔːk
fruittime	fɹˈuːttaɪm
fruitwise	fɹˈuːtwaɪz
fruitwoman	fɹˈuːtwʊmən
fruitwood	fɹˈuːtwʊd
fruitworm	fɹˈuːtwɜːm
fruity	fɹˈuːɾi
frumentaceous	fɹəməntˈeɪʃəs
frumentarious	fɹəməntˈɛɹiəs
frumentation	fɹəməntˈeɪʃən
frumenty	fɹəmˈɛnti
frump	fɹˈʌmp
frumpery	fɹˈʌmpɚɹi
frumpily	fɹˈʌmpili
frumpiness	fɹˈʌmpinəs
frumpish	fɹˈʌmpɪʃ
frumpishly	fɹˈʌmpɪʃli
frumpishness	fɹˈʌmpɪʃnəs
frumple	fɹˈʌmpəl
frumpy	fɹˈʌmpi
frush	fɹˈʌʃ
frustrate	fɹʌstɹˈeɪt
frustrately	fɹʌstɹˈeɪtli
frustrater	fɹˈʌstɹeɪɾɚ
frustration	fɹʌstɹˈeɪʃən
frustrative	fɹˈʌstɹətˌɪv
frustratory	fɹˈʌstɹətˌɔːɹi
frustule	fɹˈʌstʃəl
frustulent	fɹˈʌstʃələnt
frustulose	fɹˈʌstʃəlˌoʊs
frustum	fɹˈʌstəm
frutescence	fɹuːtˈɛsəns
frutescent	fɹuːtˈɛsənt
fruticetum	fɹˈuːɾaɪstəm
fruticose	fɹˈuːɾɪkˌoʊs
fruticous	fɹuːtˈɪkəs
fruticulose	fɹˈuːɾɪkjˌʊloʊs
frutify	fɹˈuːɾᵻfˌaɪ
fry	fɹˈaɪ
fryer	fɹˈaɪɚ
fu	fˈuː
fub	fˈʌb
fubby	fˈʌbi
fubsy	fˈʌbsi
fucaceae	fjˈuːkeɪsˌiː
fucaceous	fjuːkˈeɪʃəs
fucales	fjˈuːkeɪlz
fucate	fjˈuːkeɪt
fucation	fjuːkˈeɪʃən
fucatious	fjuːkˈeɪʃəs
fuchsia	fjˈuːʃə
fuchsian	fjˈuːʃən
fuchsin	fˈʌtʃsɪn
fuchsine	fˈʌtʃsaɪn
fuchsinophil	fˈʌtʃsɪnˌɑːfɪl
fuchsinophilous	fˈʌtʃsɪnˌɑːfɪləs
fuchsite	fˈʌtʃsaɪt
fuchsone	fˈʌtʃsoʊn
fuci	fjˈuːsaɪ
fucinita	fjˌuːsɪnˈiːɾə
fuciphagous	fjˌuːsɪfˈæɡəs
fucoid	fjˈuːkɔɪd
fucoidal	fjˈuːkɔɪdəl
fucoideae	fjˈuːkɔɪdˌiː
fucosan	fjˈuːkɑːsən
fucose	fjˈuːkoʊs
fucous	fjˈuːkəs
fucoxanthin	fjˈuːkəksˌænθɪn
fucus	fjˈuːkəs
fud	fˈʌd
fuddle	fˈʌdəl
fuddler	fˈʌdlɚ
fuder	fjˈuːdɚ
fudge	fˈʌdʒ
fudger	fˈʌdʒɚ
fudgy	fˈʌdʒi
fuegian	fjˈuːdʒən
fuel	fjˈuːəl
fueler	fjˈuːəlɚ
fuelizer	fjˈuːəlˌaɪzɚ
fuerte	fwˈɛɹt
fuff	fˈʌf
fuffy	fˈʌfi
fug	fˈʌɡ
fugacious	fjuːɡˈeɪʃəs
fugaciously	fjuːɡˈeɪʃəsli
fugaciousness	fjuːɡˈeɪʃəsnəs
fugacity	fjuːɡˈæsᵻɾi
fugal	fjˈuːɡəl
fugally	fjˈuːɡəli
fuggy	fˈʌɡi
fugient	fjˈuːdʒiːnt
fugitate	fjˈuːdʒᵻtˌeɪt
fugitation	fjˌuːdʒɪtˈeɪʃən
fugitive	fjˈuːdʒᵻtˌɪv
fugitively	fjˈuːdʒᵻtˌɪvli
fugitiveness	fjˈuːdʒᵻtˌɪvnəs
fugitivism	fjˈuːdʒɪtˌɪvɪzəm
fugitivity	fjˌuːdʒɪtˈɪvᵻɾi
fugle	fˈʌɡəl
fugleman	fˈʌɡəlmən
fuglemanship	fˈʌɡəlmənʃˌɪp
fugler	fˈʌɡlɚ
fugu	fˈuːɡuː
fugue	fjˈuːɡ
fuguist	fjˈuːɡwɪst
fuidhir	fjˈuːɪdhˌɪɹ
fuirdays	fjˈuːɚdˌeɪz
fuirena	fjˈuːaɪɚnə
fuji	fˈuːdʒi
fulah	fjˈʊlə
fulciform	fˈʊlsɪfˌɔːɹm
fulcral	fˈʌlkɹəl
fulcrate	fˈʌlkɹeɪt
fulcrum	fˈʌlkɹəm
fulcrumage	fˈʌlkɹuːmɪdʒ
fulfill	fʊlfˈɪl
fulfiller	fʊlfˈɪlɚ
fulfillment	fʊlfˈɪlmənt
fulfulde	fˈʊlfʌldə
fulgent	fˈʊldʒənt
fulgently	fˈʊldʒəntli
fulgentness	fˈʊldʒəntnəs
fulgid	fˈʊldʒɪd
fulgide	fˈʊldʒaɪd
fulgidity	fʊldʒˈɪdᵻɾi
fulgor	fˈʊlɡɚ
fulgora	fˈʊlɡɔːɹə
fulgorid	fˈʊlɡɔːɹˌɪd
fulgoridae	fˈʊlɡɔːɹˌɪdiː
fulgoroidea	fˈʊlɡɔːɹˌɔɪdiə
fulgorous	fˈʊlɡɚɹəs
fulgur	fˈʊlɡɚ
fulgural	fˈʊlɡjʊɹɹəl
fulgurant	fˈʊlɡjʊɹɹənt
fulgurantly	fˈʊlɡjʊɹɹəntli
fulgurata	fˈʊlɡjʊɹˌeɪɾə
fulgurate	fˈʊlɡjʊɹˌeɪt
fulgurating	fˈʊlɡjʊɹˌeɪɾɪŋ
fulguration	fˌʊlɡjɚɹˈeɪʃən
fulgurator	fˈʊlɡjʊɹˌeɪɾɚ
fulgurite	fˈʊlɡjʊɹɹˌɪt
fulgurous	fˈʊlɡjʊɹɹəs
fulham	fˈʊlæm
fulica	fjˈʊlɪkə
fulicinae	fjˈʊlɪsˌɪniː
fulicine	fjˈʊlɪsˌiːn
fuliginosity	fjˌʊlɪdʒɪnˈɔsᵻɾi
fuliginous	fjʊlˈɪdʒɪnəs
fuliginously	fjʊlˈɪdʒɪnəsli
fuliginousness	fjʊlˈɪdʒɪnəsnəs
fuligula	fjʊlˈɪɡjʊlə
fuligulinae	fjˈʊlɪɡjˌʊlɪnˌiː
fuliguline	fjˈʊlɪɡjˌʊlɪn
fulk	fˈʊlk
full	fˈʊl
fullam	fˈʊlæm
fullback	fˈʊlbæk
fuller	fˈʊlɚ
fullering	fˈʊlɚɹɪŋ
fullery	fˈʊlɚɹi
fullface	fˈʊlfeɪs
fullhearted	fˈʊlhɑːɹɾᵻd
fulling	fˈʊlɪŋ
fullish	fˈʊlɪʃ
fullmouth	fˈʊlməθ
fullmouthed	fˈʊlmaʊðd
fullmouthedly	fˈʊlməθᵻdli
fullness	fˈʊlnəs
fullom	fˈʊləm
fullonian	fʊlˈoʊniən
fully	fˈʊli
fulmar	fˈʊlmɚ
fulmarus	fˈʊlmɑːɹɹəs
fulmicotton	fˈʊlmɪkˌɑːʔn̩
fulminancy	fˈʊlmɪnənsi
fulminant	fˈʊlmɪnənt
fulminate	fˈʊlmᵻnˌeɪt
fulminating	fˈʊlmᵻnˌeɪɾɪŋ
fulmination	fˌʊlmᵻnˈeɪʃən
fulminator	fˈʊlmᵻnˌeɪɾɚ
fulminatory	fˈʊlmɪnətˌɔːɹi
fulmine	fˈʊlmaɪn
fulmineous	fʊlmˈaɪniəs
fulminic	fʊlmˈɪnɪk
fulminous	fˈʊlmɪnəs
fulminurate	fˈʊlmɪnjˌʊɹeɪt
fulminuric	fˌʊlmɪnjˈʊɹɹɪk
fulsome	fˈʌlsʌm
fulsomely	fˈʊlsʌmli
fulsomeness	fˈʌlsʌmnəs
fulth	fˈʊlθ
fultz	fˈʊlts
fulup	fjˈʊlʌp
fulvene	fˈʊlviːn
fulvescent	fʊlvˈɛsənt
fulvid	fˈʊlvɪd
fulvidness	fˈʊlvɪdnəs
fulvous	fˈʊlvəs
fulwa	fˈʊlwə
fulyie	fˈuːlɪi
fulzie	fˈʊlzi
fum	fˈʌm
fumacious	fjuːmˈeɪʃəs
fumado	fjuːmˈɑːdoʊ
fumage	fjˈuːmɪdʒ
fumagine	fjˈuːmɐdʒˌɪn
fumago	fjuːmˈeɪɡoʊ
fumarate	fjˈuːmæɹət
fumaria	fjuːmˈɛɹiə
fumariaceae	fjˈuːmɚɹˌɪeɪsˌiː
fumariaceous	fjˌuːmɚɹɪˈeɪʃəs
fumaric	fjˈuːmɚɹˌɪk
fumarine	fjˈuːmɚɹˌiːn
fumarium	fjuːmˈɛɹiəm
fumaroid	fjˈuːmɐɹˌɔɪd
fumaroidal	fjˈuːmɐɹˌɔɪdəl
fumarole	fjˈuːmɚɹˌoʊl
fumarolic	fjˌuːmɚɹˈɑːlɪk
fumaryl	fjˈuːmɑːɹɹˌɪl
fumatorium	fjˌuːmɐtˈɔːɹiəm
fumatory	fjˈuːmətˌɔːɹi
fumble	fˈʌmbəl
fumbler	fˈʌmblɚ
fumbling	fˈʌmblɪŋ
fume	fjˈuːm
fumeless	fjˈuːmləs
fumer	fjˈuːmɚ
fumeroot	fjˈuːmɚɹˌuːt
fumet	fjˈuːmɪt
fumette	fjuːmˈɛt
fumewort	fjˈuːmwɔːɹt
fumiduct	fjˈuːmɪdˌʌkt
fumiferous	fjuːmˈɪfɚɹəs
fumigant	fjˈuːmɪɡənt
fumigate	fjˈuːmᵻɡˌeɪt
fumigation	fjˌuːmɪɡˈeɪʃən
fumigator	fjˈuːmᵻɡˌeɪɾɚ
fumigatorium	fjˌuːmɪɡɐtˈɔːɹiəm
fumigatory	fjˈuːmɪɡətˌɔːɹi
fumily	fˈʌmili
fuminess	fˈʌminəs
fuming	fjˈuːmɪŋ
fumingly	fjˈuːmɪŋli
fumistery	fjˈuːmɪstɚɹi
fumitory	fjˈuːmɪtˌɔːɹi
fumose	fjˈuːmoʊs
fumosity	fjuːmˈɔsᵻɾi
fumous	fjˈuːməs
fumously	fjˈuːməsli
fumy	fˈʌmi
fun	fˈʌn
funambulate	fʌnˈæmbjʊlˌeɪt
funambulation	fˌʌnɐmbjʊlˈeɪʃən
funambulator	fˈʌnɐmbjˌʊleɪɾɚ
funambulatory	fˈʌnɐmbjˌʊlətˌɔːɹi
funambulic	fˌʌnɐmbjˈʊlɪk
funambulism	fˈʌnɐmbjˌuːlɪzəm
funambulist	fˈʌnɐmbjˌʊlɪst
funambulo	fˌʌnɐmbjˈʊloʊ
funaria	fʌnˈɛɹiə
funariaceae	fˈʌnɑːɹɹˌɪeɪsˌiː
funariaceous	fˌʌnɑːɹɹɪˈeɪʃəs
function	fˈʌŋkʃən
functional	fˈʌŋkʃənəl
functionalism	fˈʌŋkʃənəlˌɪzəm
functionalist	fˈʌŋkʃənəlˌɪst
functionality	fˌʌŋkʃənˈælᵻɾi
functionalize	fˈʌŋkʃənəlˌaɪz
functionally	fˈʌŋkʃənəli
functionarism	fˈʌŋkʃənˌɑːɹɹɪzəm
functionary	fˈʌŋkʃənˌɛɹi
functionate	fˈʌŋkʃənət
functionation	fˈʌŋkʃənˈeɪʃən
functionize	fˈʌŋkʃənˌaɪz
functionless	fˈʌŋkʃənləs
fund	fˈʌnd
fundable	fˈʌndəbəl
fundal	fˈʌndəl
fundament	fˈʌndəmənt
fundamental	fˌʌndəmˈɛntəl
fundamentalism	fˌʌndəmˈɛntəlˌɪzəm
fundamentalist	fˌʌndəmˈɛntəlˌɪst
fundamentality	fˌʌndəmˈɛntˈælᵻɾi
fundamentally	fˌʌndəmˈɛntəli
fundamentalness	fˌʌndəmˈɛntəlnəs
fundatorial	fˌʌndɐtˈɔːɹɪəl
fundatrix	fʌndˈeɪtɹɪks
funded	fˈʌndᵻd
funder	fˈʌndɚ
fundholder	fˈʌndhoʊldɚ
fundi	fˈʌndi
fundic	fˈʌndɪk
fundiform	fˈʌndɪfˌɔːɹm
funditor	fˈʌndɪɾɚ
fundless	fˈʌndləs
fundmonger	fˈʌndmˌɑːŋɡɚ
fundmongering	fˈʌndmˌɑːŋɡɚɹɪŋ
funds	fˈʌndz
fundulinae	fˈʌndʒuːlˌɪniː
funduline	fˈʌndʒuːlˌɪn
fundulus	fˈʌndʒuːləs
fundungi	fˈʌndʌŋɡi
fundus	fˈʌndəs
funebrial	fʌnˈiːbɹɪəl
funeral	fjˈuːnɚɹəl
funeralize	fjˈuːnɚɹəlˌaɪz
funerary	fjˈuːnɚɹˌɛɹi
funereal	fjuːnˈiəɹɪəl
funereally	fjuːnˈiəɹɪəli
funest	fjˈuːnɪst
fungaceous	fʌŋɡˈeɪʃəs
fungal	fˈʌŋɡəl
fungales	fˈʌŋɡeɪlz
fungate	fˈʌŋɡeɪt
fungation	fʌŋɡˈeɪʃən
fungi	fˈʌŋɡi
fungia	fˈʌŋɡiə
fungian	fˈʌŋɡiən
fungibility	fˌʌndʒɪbˈɪlᵻɾi
fungible	fˈʌndʒɪbəl
fungic	fˈʌŋɡɪk
fungicidal	fˌʌŋɡɪsˈaɪdəl
fungicide	fˈʌŋɡɪsˌaɪd
fungicolous	fˈʌŋɡɪkələs
fungiferous	fʌŋɡˈɪfɚɹəs
fungiform	fˈʌŋɡɪfˌɔːɹm
fungilliform	fˈʌŋɡɪlˌɪfɔːɹm
fungin	fˈʌŋɡɪn
fungistatic	fˌʌŋɡɪstˈæɾɪk
fungivorous	fʌŋɡˈɪvɚɹəs
fungo	fˈʌŋɡoʊ
fungoid	fˈʌŋɡɔɪd
fungoidal	fˈʌŋɡɔɪdəl
fungological	fˌʌŋɡəlˈɑːdʒɪkəl
fungologist	fʌŋɡˈɑːlədʒˌɪst
fungology	fʌŋɡˈɑːlədʒi
fungose	fˈʌŋɡoʊs
fungosity	fʌŋɡˈɔsᵻɾi
fungous	fˈʌŋɡəs
fungus	fˈʌŋɡəs
fungused	fˈʌŋɡjuːst
funguslike	fˈʌŋɡəslˌaɪk
fungusy	fˈʌŋɡʌsi
funicle	fjˈuːnɪkəl
funicular	fjuːnˈɪkjʊlɚ
funiculate	fjuːnˈɪkjʊlˌeɪt
funicule	fjˈuːnɪkjˌuːl
funiculitis	fjˌuːnɪkjʊlˈaɪɾɪs
funiculus	fjuːnˈɪkjʊləs
funiform	fjˈuːnɪfˌɔːɹm
funipendulous	fjˈuːnaɪpəndʒˌuːləs
funis	fˈuːniz
funje	fˈʌndʒ
funk	fˈʌŋk
funker	fˈʌŋkɚ
funkia	fˈʌŋkiə
funkiness	fˈʌŋkinəs
funky	fˈʌŋki
funmaker	fˈʌnmeɪkɚ
funmaking	fˈʌnmeɪkɪŋ
funnel	fˈʌnəl
funneled	fˈʌnəld
funnelform	fˈʌnɪlfˌɔːɹm
funnellike	fˈʌnɪlˌaɪk
funnelwise	fˈʌnəlwˌaɪz
funnily	fˈʌnɪli
funniment	fˈʌnɪmənt
funniness	fˈʌnɪnəs
funny	fˈʌni
funnyman	fˈʌnɪmən
funori	fʌnˈɔːɹi
funt	fˈʌnt
funtumia	fʌntˈuːmiə
fur	fˈɜː
furacious	fjʊɹɹˈeɪʃəs
furaciousness	fjʊɹɹˈeɪʃəsnəs
furacity	fjʊɹɹˈæsᵻɾi
fural	fjˈʊɹɹəl
furaldehyde	fjʊɹɹˈældɪhˌaɪd
furan	fjˈʊɹɹən
furanoid	fjˈʊɹɹɐnˌɔɪd
furazan	fjˈʊɹɹæzən
furazane	fjˈʊɹɹɐzˌeɪn
furbelow	fˈɜːbɪlˌoʊ
furbish	fˈɜːbɪʃ
furbishable	fˈɜːbɪʃəbəl
furbisher	fˈɜːbɪʃɚ
furbishment	fˈɜːbɪʃmənt
furca	fˈɜːkə
furcal	fˈɜːkəl
furcate	fˈɜːkeɪt
furcately	fˈɜːkeɪtli
furcation	fɜːkˈeɪʃən
furcellaria	fˌɜːsɪlˈɛɹiə
furcellate	fˈɜːsɪlˌeɪt
furciferine	fˈɜːsɪfɚɹˌiːn
furciferous	fɜːsˈɪfɚɹəs
furciform	fˈɜːsɪfˌɔːɹm
furcraea	fɜːkɹˈiə
furcula	fˈɜːkjʊlə
furcular	fˈɜːkjʊlɚ
furculum	fˈɜːkjʊləm
furdel	fˈɜːdəl
furfooz	fˈɜːfuːz
furfur	fˈɜːfɜː
furfuraceous	fˌɜːfjʊɹɹˈeɪʃəs
furfuraceously	fˌɜːfjʊɹɹˈeɪʃəsli
furfural	fˈɜːfjʊɹɹəl
furfuralcohol	fˈɜːfjʊɹɹˌælkəhˌɑːl
furfuraldehyde	fˌɜːfjʊɹɹˈældɪhˌaɪd
furfuramide	fˈɜːfjʊɹɹˌæmaɪd
furfuran	fˈɜːfjʊɹɹən
furfuration	fˌɜːfjɚɹˈeɪʃən
furfurine	fˈɜːfjʊɹɹˌiːn
furfuroid	fˈɜːfjʊɹɹˌɔɪd
furfurole	fˈɜːfjʊɹɹˌoʊl
furfurous	fˈɜːfjʊɹɹəs
furfuryl	fˈɜːfjʊɹˌɪl
furfurylidene	fˈɜːfjʊɹˌɪlaɪdˌiːn
furiant	fjˈʊɹɹiənt
furibund	fjˈʊɹɹɪbˌʌnd
furied	fjˈʊɹɹid
furies	fjˈʊɹɹiz
furify	fjˈʊɹɹᵻfˌaɪ
furil	fjˈʊɹɹəl
furilic	fjʊɹɹˈɪlɪk
furiosa	fjˌʊɹɹɪˈoʊsə
furiosity	fjˌʊɹɹɪˈɔsᵻɾi
furioso	fjˌʊɹɹɪˈoʊsoʊ
furious	fjˈʊɹɹiəs
furiously	fjˈʊɹɹiəsli
furiousness	fjˈʊɹɹiəsnəs
furison	fjˈʊɹɹɪsən
furl	fˈɜːl
furlable	fˈɜːləbəl
furlan	fˈɜːlən
furler	fˈɜːlɚ
furless	fˈɜːləs
furlong	fˈɜːlɔŋ
furlough	fˈɜːloʊ
furnace	fˈɜːnɪs
furnacelike	fˈɜːnɪslˌaɪk
furnaceman	fˈɜːneɪsmən
furnacer	fˈɜːneɪsɚ
furnacite	fˈɜːnɐsˌaɪt
furnage	fˈɜːnɪdʒ
furnariidae	fˈɜːnɑːɹɹˌɪɪdˌiː
furnariides	fˈɜːnɑːɹɹˌɪaɪdz
furnarius	fɜːnˈɛɹɪəs
furner	fˈɜːnɚ
furnish	fˈɜːnɪʃ
furnishable	fˈɜːnɪʃəbəl
furnished	fˈɜːnɪʃt
furnisher	fˈɜːnɪʃɚ
furnishing	fˈɜːnɪʃɪŋ
